id,essay,C1,C2,C3,O1,O2,E1,E2,V1,R1,Creativity_score
4790,"제한적 인터넷 실명제는 필요합니다. 악성 댓글에 시달려본 사람이라면 꼭 그게 누구인지 밝히고 처벌 받게 하고싶은 마음이 클거입니다. 또 악성댓글 유언비어에 당한사람들은 힘든 시간을 보내게 되거나, 극단적인 경우 자살까지 이를 수 있습니다. 그러니 제한적 인터넷 실명 제을 실시하여 책임의식을 갖고 인터넷을 사용해야 합니다. 본인 확인 절차를 가진 후 실명이 아닌 아이디를 사용한다면 자유로운 소통은 보장됩니다. 인터넷은 무한한 가능성이 있는 공간입니다. 하지만 그게 본인 확인의 절차를 안 했을 때 생기는 문제는 다음과 같습니다. 익명이라는 것을 방패막 삼아 가벼운 마음으로 악플을 작성 후 그 당사자나 해당 악플로 공격을 받은 쪽에게는 무거운 상처가 됩니다. 명예 훼손, 정신적 피해를 끼친 악플이 법적인 문제가 되었을 때, 본인 확인 절차를 가지지 않은 악플을 쓴 가해자를 찾기가 번거롭습니다. 익명성을 보장했기 때문에 가능했던 것은 아닐 겁니다. 신원이 불분명한 사람이 올리는 정보들보다 인증을 받은 사람들이 제공한 정보가 더욱 신뢰도가 높을 것입니다. 인터넷을 활용하는 데에 있어서는 본인인증의 절차를 받는 경우는 회원가입과 성인 인증이 있습니다. 해당 연령대에 따른 정보를 볼 수 있고, 가입 여부의 확인할 수 있습니다. 사이버 범죄가 자주 일어나는 온라인 상에서도 그런 규제가 없이 자유만 주어진다면, 분명 그에 다른 문제점들이 나타날 것입니다. 왜냐하면 익명성이라는 자신이 외부에 노출되지 않는다는 점을 악용하여 네트워크 상에서의 범죄가 점점 늘고 있기 때문이다. 익명성의 범죄는 단순히 인터넷 안에서만 이루어지는 범죄가 아니라 현실에서도 함께 이루어진다. 예를 들어, 한 연예인의 기사, SNS에 자신의 이름으로 만들어지지 않은 아이디로 무차별적인 선 넘는 악플들로 인한 죽음이 생각보다 많이 일어났기 때문이다. 이처럼 익명성이라고 해서 인터넷 안에서만 발행하는 문제가 아니기 때문에 더 큰 범죄를 막기 위해서는 제한적 실명제가 필요하다.",4,4,4,4,4,4,4,4,4,4
4791,내 생각에는 인터넷 실명제에 대해 반대한다. 인터넷의 익명성 보장은 원래 사람들이 거리낌 없이 의견을 표현할수 있도록 하기위해 시행된 것이다. 그렇게 자신의 생각을 인터넷에 자유롭게 펼치면서 다양성이 증진되어 좋은 의견이 수립되기도 한다. 또는 그러한 방식으로 더 좋은 생각을 서로 마음 편하게 공유할 수 있다. 또 인터넷 실명제를 시행하게 되면 개인정보가 유출될 우려가 있다. 그 사람의 이름부터 핸드폰 번호 아이디 비밀번호등 많은 정보들이 해킹되는 것은 더더욱 쉬운 일이 될 것이다. 이러한 문제점들은 범죄를 야기시킬것이 분명하다. 인터넷에서 의견차이로 인한 갈등이 생겨 상대방의 개인정보를 해킹하여 집 주소를 알아내 찾아가 살인을 벌이는 끔찍한 사례도 존재한다. 이런 살인을 야기시키는 이 인터넷 실명제는 절대로 시행되어서는 안된다. 더 나가아 시민들의 안전을 위협하고 평화로운 세상을 만드는 것을 방해 할 것이다. 그리고 자유롭게 자신의 의견을 표현할 표현의 자유를 침해받는다. 이것은 헌법으로 보장하고 있는 자유권을 침해하는 행위하고 할 수 있다. 그리고 만약 자신의 이름을 기입했을 때 이름이 특이한 사람들은 주변사람들의 의심과 눈초리를 받으면 사회적지위 측면에서 피해를 입고 다른사람보다 더 불리할 수 있다. 그런 사람들을 보호하고 평등함을 위해서 인터넷 실명제는 더더욱 필수라고 볼 수 있다. 그리고 당연히 인터넷 실명제를 시행한다면 사람들이 책임감을 가지고 표현을 하겠지만 위에서 말한 많은 문제점이 있기 때문에 인터넷실명제를 시행하기 보다는 인터넷 사용예절교육에 더 초점을 맞추고 힘쓰는 것이 더 효과적이라고 생각한다. 그렇게 법과 제도를 더 강화하는 것이 더 효과적이라고 볼 수 있다. 그렇게 인터넷 실명제 문제는 다른 해결방법을 찾는 것이 더 효과적이다.,3,3,3,3,3,3,3,3,3,3
4792,내 의견은 인터넷 실명제가 불필요하다 생각한다. 지금까지 우리가 손쉽고 편리한 인터넷이 발달하게된 계기중 하나가 익명성이라고 본다. 왜냐하면 익명성을 보장하여 사람들이 거리낌없이 인터넷을 잘 사용하였고 그렇게 많이 생겨난 이용자들의 편의와 편리를 위해서 인터넷문화가 발달된것이라고 볼 수 있다. 그리고 인터넷 실명제를 도입할 경우 사용자의 신상정보를 첫 가입시 기입하기 때문에 범죄 발생시 범인을 찾는데에 큰 어려움을 없다. 인터넷 익명성을 보장한다면 사람들이 편리하게 이름을 내걸지 않고 가벼운 마음으로 인터넷 활동을 할수있을 것이다. 그리고 인터넷 실명제는 결코 사람들의 인권을 모두 지킬 수 있는 제도라고 볼 수 없다. 오히려 표현의 자유를 어느정도 침해받는다고 봐도 무방하다.그리고 각자의 개인정보가 담겨있어 프라이버시권을 침해를 받는 것이라고 느끼는 사람도 많아졌다고 한다. 또 인터넷 실명제를 도입한다면 모든 사람의 인터넷 활동을 확인한다는 것인데 그렇다면 사람들은 부담을 느끼고 인터넷 활동을 중단하거나 적극적인 참여자세를 보이지 않을 것이다. 그렇게 우리의 인터넷문화를 발전은 더 이상 기대하지 못할 수 있다. 국가는 오히려 시민들에게 자체적으로 검열을 하고 글을 쓰기전에 신중해한다는 홍보활동에 더 힘을 써서 사람들이 더 자발적으로 다 같아 좋은 인터넷 문화를 만들어가는데에 힘쓰는 것이 훨씬 좋은 방법이라고 생각한다. 그렇게 서로를 감시하기 보다는 사람들의 양심에 따라서 이행되는 것이 맞다고 생각한다. 그렇게 서로를 배려하면서 더좋은 인터넷문화를 만드는 것은 어떨까? 그렇기 때문에 인터넷실명제로 사람들을 감시하고 사람들의 인터넷문화를 감시하는 것은 도덕적으로도 옳다고 할 수는 없으며 다른 방법을 실행하는데에 더 힘써야 한다고 생각한다.,4,3,3,3,3,3,3,3,3,3.11
4793,"제한적 인터넷 실명제는 필요하다고 생각한다. 요즘 많은 사람들이 인터넷을 사용하고 있다. 인터넷을 통해서 뉴스도 볼 수 있고 세계의 소식들을 전해들을 수 있다. 인터넷의 발전으로 인해 긍정적인 요소도 있지만 부정적인 요소도 있는 것은 사실이다. 익명성을 이용해 연예인, 아이돌들에게 무차별적인 악플과 인신공격을 가하고 있다. 이런 악플 때문에 자살과 고통을 받는 사람이 너무 많다. 난 무엇보다 중요한게 사람의 생명이라고 생각한다. 그리고 비난 받아야 할 일들은 충분히 비난 받아야 하지만 이런 악플을 다른 사람들은 자신이 마음에 들지 않는 행동을 했거나 조금만 기분 나쁠 때에도 남한테 인신공격을 가한다 이건 범죄이다. 범죄근절을 위해서라도 인터넷 실명제는 필요한 것이 아닐까? 물론 인터넷의 가장 기본적인 속성인 익명성이 무시된다면, 많은 가능성이 재한될 것이다. 하지만 제한적 인터넷 실명제인 만큼 정말 익명성이 필요한 인터넷 공간에서는 익명성이 보장되었으면 좋겠다. 이런 한 사람이 고통 받고 심지어는 한 사람의 생명이 달려 있는 범죄는 절대 없어져야 한디. 최근 사례들로 아이돌이 악플과 인신공격으로 생명줄을 놓아 버렸다. 더 이상은 이런 일들이 일어나서는 안된다. 어떤 이유로든 사람을 비난하고 비판하는게 아니라 지적하고 따뜻한 말투로 말해주었으면 좋겠다. 도 넘은 악플들은 근절하는게 맞는 방법이고 꼭 법이 강화되어 그에 따른 엄중한 처벌이 가해졌음 좋겠다. 만약 익명성 으로 누군가에게 상처를 주는 말을 하면 그 상처를 받은 피해자는 누가 보상하는가 국가로 국가가 보상 하여도 상처 받은 피해자는 평해 힘들고 고통스러워할 수 있다. 이래서 나는 조금 더 깨긋한 사이버 세상이 만들어졌으면 하는 바램에 난제한적 인터넷 실명제에 찬성한다.",4,3,3,3,3,3,3,3,3,3.11
4794,"지금보다 더 수준 높은 대한민국의 인터넷 문화가 될 것이다.나는 제한적 인터넷 실명제가 필요하다고 생각한다. 우리가 주로 온라인에서 다른 사람과 만날 때 서로간의 정보를 알 수 없어 명예훼손, 욕설, 비방 같은 문제도 처벌할 수가 없어 매우 문제가 되어 간다. 게임을 자주하는 입장으로써 항상 이런 일들이 번번하게 일어나는 것을 목격하곤 한다. 가해자들의 익명이 보장될수록 피해자들의 고통은 더욱 커지고 제대로된 신고 조차 하지 못한다. 인터넷 실명제를 도입한다면 사고가 생겼을 때 가해자의 신분을 알 수 있기 때문에 보다 정확하고 빠른 사고 처리와 처벌이 가능해진다. 하지만 사이트 운영자가 마음만 먹으면 사이트 가입자들의 신상 정보를 빼낼 수 있기 때문에 큰 치명적인 단점을 가지고 있는 것이다. 또한 제시문의 인터넷이 제한적인 도구로 사용될 확률이 크기 때문에 익명성의 보장이 필요하다는 것은 느낀다. 인터넷은 사람들에게 많은 정보를 보장하고 공유하는 광대한 매기체이기 때문에 안전에 유의하며 사용해야 한다. 인터넷 실명제가 필요하다는 생각도 가지지만 그래도 자신의 익명성을 나쁜 곳에 사용하지 않고 올바른 정보와 지식을 얻기 위해 사용해야 한다. 앞으로 인터넷 세상의 범위가 엄청나게 커진 것을 대비하고 더 나은 미래를 준비하기 위해 실명제를 도입하고 보호하자. 제한적 인터넷 실명제는 필요하다고 생각한다. 인터넷의 가장 기본적인 속성인 익명성이 무시 되어진다 고 하지만 이 기본적인 속성이 악용되어지면서 피해를 입는 사람들이 늘어나고 있다. 자신의 의견을 당당하게 내는 것은 잘못 된 것이 아니지만 익명성을 이용할때만 당당해지는 것은 옳지 않다. 제한적 인터넷 실명제로 인터넷이 제한적인 도구가 된다면 이에 대한 문제를 해결할 수 있는 제도와 법을 마련해야 한다.",3,3,3,3,3,3,3,3,3,3
4795,"현 사회에서 제한적 인터넷 실명제가 필요할까 생각해본다. 무분별한 사이버상의 질서를 바로 잡아야하는 건 당연하지만 이것을 바로 잡기 위해 규칙을 세워 질서를 만드는 일은 당연하다. 헌데 질서를 확립한다는 명목으로 개인정보를 입력해야하고 본인 인증이 되야한다는 것은 이것또한 법치에 맞지 않는다 생각한다. 제한하는 일을 숨막히고 따분한 일이다. 인터넷 익명제의 역기능을 보완하기 위한 장치로 또한 역기능을 만들어 내는 아이러니한 상황이 벌어지는 것이다. 세상 좋아가는 일을 돌아보면 멈춘 것은 죽은 것 뿐이다. 죽기전 까진 끝임없이 변화하게 된다. 내가 듣기 좋아하는 예가 있다. 변증 법적 사고로 적용시킨다. 처음에 한 아이디어가 나온다. 그런데 이것이 영 마음에 들지 않아서 반대하는 성격이 나온다. 그러고는 이루 마주보고 대치하는 녀석들을 적절하게 하나의 의견으로 묶어 낸다. 무한한 정답이 나오고 모순을 해결하며 다시 무한한 종합이 나오지만 이 변증법이 삼각형은 우리가 죽을 때 까지 멈추지 않고 우주를 직조해 나갈 것이다. 그런데 나는 긍정적으로 보자면 모든 생각이 완전히 틀리진 않았다는 것이다. 한시대를 지배하고 교체되는 `진리`들은 실은 진리를 일부 포함하고 있다는 생각이다. 마치 한줄기 전리의 빛에 쬐인 낯은 차원들이 그 광채를 조금씩 품고 있는 것처럼. 이것이 내가 생각하는 태도 이므로 이번 문제를 살펴 보자면 제도가 나오면 이치에 맞지않는 게 보일것이고 해결하려 한다. 그럼 인터넷 실명제가 나오고 시간이 지나 절충안이 나오는 양상이 되는 것이다. 나는 약간 지쳐서 포기한 느낌이다. 그냥 지금에 만족하면 된 것을 그런데 또 인생인 무상해지고 허무해지는 것을 두려워 하기 때문에 약간의 의무를 보여서, 여러분들은 삶이 나아지기를 바라고 개선해 나가시길 바랍니다.",3,3,3,3,3,3,3,2,2,2.78
4796,"제한적 인터넷 실명제를 사용하면 자신의 생각을 전달하고, 다른 사람의 의견을 수용하는 태도를 더 기를 수 있다고 생각한다. 작년의 나는 내 의견을 솔직하고, 당당하게 전달하는 것에 어려움을 느꼈고 내 생각을 잘 전달하는 사람이 되고 싶었다. 고등학교에 올라와, 새로운 친구들을 만나고 자신의 의견을 당당하게 펼치며 다른 친구들의 의견도 경청하고 질문하는 태도에 예전보다 나도 내 의견을 더 잘 전달 할 수 있게 되었다. 인터넷에서 실명을 사용하면 익명을 사용할 때 보다 어휘가 순화 되어지고 자신의 생각과 다르다고 비난하는 태도도 줄어들 것이다. 그러면 인터넷에서도 우리가 대명해서 대화하는 것처럼 자신의 의견을 나누고 다른 의견을 들을 수 있는 환경이 만들어질 것이라고 생각한다. 자신의 의견을 당당하게 내는 것은 잘못 된 것이 아니지만 익명성을 이용할때만 당당해지는 것은 옳지 않다. 제한적 인터넷 실명제로 인터넷이 제한적인 도구가 된다면 이에 대한 문제를 해결할 수 있는 제도와 법을 마련해야 한다분명 제한적인 공간이 될 것 이라고 이야기 하는 사람들도 있다. 하지만 익명성 때문에 창의적인 의견이 나오지 않는 것은 아니라고 생각한다. 자신의 이름을 밝히지 않고 글을 쓴다는 것은 자신의 의견에 떳떳하지 못 해서가 아닐까? 그래서 나는 인터넷 실명제를 찬성한다. 지금 우리들은 전세계와 인터넷 하나로 소통 할 수 있는 삶을 살고 있다. 앞으로 내가 그리고 나의 자손들이 살아 갈 미래는 지금보다도 더 인터넷의 영향력이 커지고 인터넷과 함께 삶을 살아갈 것이다.하지만 지금 우리들이 인터넷에 쓴 글들의 상태는 자손들에게 물려주기에는 너무 부끄럽다는 생각이 든다. 그러니 지금부터라도 자손들에게 물려줄 인터넷 사용 문화를 개선하기 위해서 인터넷 실명제를 실시한다면 지금보다 더 수준 높은 대한민국의 인터넷 문화가 될 것이다.",4,4,4,4,3,3,3,3,3,3.44
4797,"나는 인터넷 실명제 도입에 찬성한다. 우리는 살아가기 위해서는 인터넷이라는 모두가 꼭 필요하다는 것을 알 수 있다. 본인 확인의 절차를 안 했을 때 생기는 문제는 다음과 같습니다. 익명이라는 것을 방패막 삼아 가벼운 마음으로 악플을 작성 후 그 당사자나 해당 악플로 공격을 받은 쪽에게는 무거운 상처가 됩니다. 명예 훼손, 정신적 피해를 끼친 악플이 법적인 문제가 되었을 때, 본인 확인 절차를 가지지 않은 악플을 쓴 가해자를 찾기가 번거롭습니다. 또한 익명으로 썼기 때문에 그에 따른 책임이 있다고 생각하지 않을 것입니다. 나의 자유를 위해 남의 자유를 침범해서는 안됩니다. 악플에 상처 받은 사람들은 인생에서 힘든 시간을 보내게 되거나가수, 배우, 운동선수가 같이 공인들을 향한 지나친 비판과 욕설이 끊이지 않고 있다. 이러한 행동 때문에 정신질환을 앓거나 극단적인 선택을 하는 사람들도 늘고 있다. 그래서 얼마전부터 인터넷 포털 사이트에서는 스포츠나 연예기사 등에서는 댓글을 쓰지 못 하도록 조치를 취하고 있다. 하지만 눈에 띄게 상황이 좋아지지는 않았다고 생각한다. 그래서 더 확실한 문제해결을 위해 인터넷 실명제를 찬성한다 인터넷 실명제를 실시 한다면 익명성 뒤에 숨어 다른 사람에게 상처를 주는 일은 줄어들고 그로인해 인터넷 상에서는 눈살을 찌푸리는 상황이 없어질 것이다. 분명 제한적인 공간이 될 것 이라고 이야기 하는 사람들도 있다. 하지만 익명성 때문에 창의적인 의견이 나오지 않는 것은 아니라고 생각한다. 자신의 이름을 밝히지 않고 글을 쓴다는 것은 자신의 의견에 떳떳하지 못 해서가 아닐까? 그래서 나는 인터넷 실명제를 찬성한다. 지금 우리들은 전 세계와 인터넷 하나로 소통 할 수 있는 삶을 살고 있다. 앞으로 내가 그리고 나의 자손들이 살아 갈 미래는 지금보다도 더 인터넷의 영향력이 커지고 인터넷과 함께 삶을 살아갈 것 이다. 하지만 지금 우리들이 인터넷에 쓴 글들의 상태는 자손들에게 물려주기에는 너무 부끄럽다는 생각이 든다.",5,4,4,4,4,4,4,4,4,4.11
4798,"나는 인터넷 실명제는 필요하다고 생각한다. 몇 년전 악플과 인터넷의 익명성 때문에 연예인들이 자살한 경우가 있었기 때문이다. 또 주변 친구들이 자신이 올린 게시물에 악플이 달릴 때 힘들어 하는 모습을 봤기 떄문이다. 그때 나는 인터넷의 익명성은 필요 없다고 생각해 본 적이 있고 고민을 해본 적이 있다. 지금부터 익명성의 문제점과 해결방안을 설명할 것이다. 인터넷은 보이지 않은 하나의 사회이다. 우리는 지금 인터넷을 각자 개인의 생활과 가깝게 지내고 있다. 내가 생각하는 인터넷의 장점은 ""익명성""이라고 생각한다. 하지만 몇몇의 사람들은 이 익명성으로 인하여 욕을 하거나 비판하는 용도로 사용하고 있다. 그사례로는 연예인들의 악플과 자살이 연관되어 있다고 생각한다. 이처럼 지금 우리의 시대는 오프라인도 하나의 사회지만 인터넷 안에서도 하나의 사회가 형성되어 가고 있다고 생각한다. 두 번째. 인터넷은 불행을 가져오고 있다. 내가 이렇게 생각한 이유는 처음에는 쉽고 간편해서 사람들이 잘 사용하고 지금도 더 발전하고 있지만 그 만큼 인터넷을 사용하는 사람이 많아지고 익명으로 욕하는 기회도 더 많아지고 있기 때문에 나는 인터넷은 실명제로 사용해야 한다고 생각한다. 이처럼 나는 이러한 문제점 때문에 익명성이라는 작지만 큰 영향이 있는 단어는 사라져야 한다고 생각한다 중요 하지만 그것보단 익명성이라는 악플 때문에 많은 사람들이 힘들어 하고 있는 경우가 있기 때문에 나는 실명제가 필요하다고 행각한다. 대부분의 사람들이 익명으로 욕할때는 잘하다가 실명으로 보고 욕을하는건 어려워 할 것이다. 그래서 나는 앞에서 못할 욕은 아무리 익명성이라고 하지만 해서는 안된다고 생각한다 나는 사람의 목숨을 뺏아가고 우리사회에 불이익을 주는 익명성은 어느정도 사라지고 인터넷 실명제가 도입되었으면 좋겠다.",3,3,3,3,3,3,2,2,2,2.67
4799,"저는 제한적 인터넷 실명제는 필요합니다. 이유는 내가 한 행동이나 내가 한 거에대해선 인터넷 가상이나 현실에서 책임을 져야 한다고 생각합니다. 익명으로 썼기 때문에 그에 따른 책임이 있다고 생각하지 않을 것입니다. 나의 자유를 위해 남의 자유를 침범해서는 안됩니다. 악플에 상처 받은 모든 사이트에서 익명성이 아닌 실명제를 사용한다면 인터넷의 기본 속성이 무시되는 것이지만, 범죄로 악용 될 수 있는 확률이 높은 사이트를 중심으로 제한적 인터넷 실명제가 도입된다면 추가로 발생할 수 있는 범죄를 막는 하나의 예방책이 될 수 있을 것이다. 또한 IP 추적이 쉽고, 공식적인 사이트에는 익명성을 이용하고, 진정한 인터넷 애티켓을 지킨다면 인터넷은 무한한 가능성의 도구가 될 것이라고 생각한다. 그러므로 제한적 인터넷 실명제는 필요하다. 아동,청소년에게는 음란 혹은 유해한 정보일 수 있고, 아직 정서가 완전하지 않은 어린 친구들이 책임의식 없이 악플을 달 수 있는 상황들이 생길 수 있습니다. 이러한 이유들 때문에 제한적 인터넷 실명제는 필요합니다. 사이버 범죄가 자주 일어나는 온라인 상에서도 그런 규제가 없이 자유만 주어진다면, 분명 그에 다른 문제점들이 나타날 것입니다. 아동, 청소년에게는 음란 혹은 유해한 정보일 수 있고, 아직 정서가 완전하지 않은 어린 친구들이 책임의식 없이 악플을 달 수 있는 상황들이 생길 수 있습니다. 이러한 이유들 때문에 제한적 인터넷 실명제는 필요합니다.그러니 제한적 인터넷 실명 제을 실시하여 책임의식을 갖고 인터넷을 사용해야 합니다. 본인 확인 절차를 가진 후 실명이 아닌 아이디를 사용한다면 자유로운 소통은 보장됩니다. 인터넷은 무한한 가능성이 있는 공간입니다. 하지만 그게 익명성을 보장했기 때문에 가능했던 것은 아닐 겁니다. 신원이 불분명한 사람이 올리는 정보들보다 인증을 받은 사람들이 제공한 정보가 더욱 신뢰도가 높을 것입니다.",3,3,3,3,3,3,3,3,3,3
4800,"저는 인터넷 실명제가 도입되어야 한다고 생각합니다. 인터넷 시대가 도입되면서, 인터넷은 우리의 삶에서 빠져서는 안 되는 존재가 되었습니다. 물론 인터넷이란 것이 익명성을 기반으로 자유로운 표현과 사고를 할 수 있는 공간에서 그 기본적인 익명성이 무너지면 인터넷은 제약적인 공간이 될 수 밖에 없고 그 무한한 가능성의 공간이 위축될 수 밖에 없다는 것은 알고 있다. 하지만 우리는 헌법에서까지 자유를 보장하고 있지만 그 자유가 내 개인의 자유를 넘어 타인의 삶, 공공의 삶에까지 안좋은 영향을 미칠 경우 많은 법률을 바탕으로 그 자유를 제한하고 있다. 인터넷이 자유로운 공간이고 그 자유가 진정한 자유가 되기위해서는 어느 한 개인의 자유도 중요하지만 인터넷을 사용하는 모든 개개인들의 자유 내지는 권리도 보호되어야 할 것이다. 그러기 위해서는 일정부분 제약이 따르고 그 제약이 인터넷의 기본적인 역할을 제약하더라도 무고한 사람들이 어느한 사람의 자유아래 희생되는 일이 있어서는 안될 것이다. 인터넷은 우리사회의 또다른 모습이다. 현실세계에 법이 적용되듯 인터넷세계에도 법이 존재해야 하며 그래야 공공의 가치가 실현되고 질서가 잡힌다고 생각한다. 우리가 사회에 해악을 끼칠수 있는 사람을 여러 법적 절차를 통해 격리하듯 인터넷에서도 익명성이라는 우산아래에서 가짜뉴스나 한 개인의 인격을 몰살할 수 있는 일을 저지르는 사람들을 격리하거나 법적 제재를 가해야 한다고 생각한다. 인터넷 실명제는 그 기초이며 실명제 위해 자유롭게 의사표현을 할 수 있는 법적 보호막을 만든다던지 실질적인 법적 절차들을 촘촘히 만들어서 인터넷의 무한한 가능성을 유지하고 건전하고 미래지향적인 인터넷 문화를 만들어야 한다고 생각한다. 그러기 위해서는 우선 시민의식을 높일 필요가 있다. 시민의식을 높이기 위해서는 인터넷 예절 교육이 필요하다고 생각한다.",3,3,3,3,3,3,3,4,3,3.11
4801,인터넷의 익명성은 사람들의 공격성을 부추긴다. 그리고 이러한 공격성은 사회악으로 규정될 수 있는 영역이라고 생각하기 때문에 제한적인 인터넷 실명제는 꼭 필요하다고 생각한다. 익명성이라는 가면 속에 숨어서 누군가에게 욕설이나 인신공격을 하며 악플에 대한 민감성은 낮아지고 도덕성마저 결여되고 있는 것이다. 익명성의 순기능도 분명히 있을 수 있다. 하지만 지금 연예인들에 관한 이야기가 나오는 인터넷 커뮤니티에만 가도 익명성의 역기능을 악용하는 사람들이 충분히 많이 있고 이러한 문제를 해결하기 위해서는 이후 피해자가 고소나 가해자 특정을 쉽게 할 수 있는 제한적 인터넷 실명제가 꼭 필요하다. 직접적인 폭력은 내재적인 무서움을 유발하여 공포를 갖고 있지만 악플에 대한 고소에는 충분한 고려가 이루어지지 않는 미성숙한 사람들이 이러한 것들을 무시하며 익명성을 악용한다. 고소에 관한 직관적인 공포를 갖기 위해서는 제한적인 인터넷 실명제가 꼭 필요하고 또한 인터넷 실명제가 시행된다면 그들이 인터넷에서 사용하는 언어도 충분히 고려가 되어져 가며 쓰여질 것이기 때문에 올바른 인터넷 언어 문화를 만드는 데에도 기여할 수 있다. 실명제가 너무한 검열이라는 말이 있다. 그러나 실명제를 시행하지 않음으로서 형성될 수 있는 인터넷 혐오조장 문화와 극도로 강조되는 공격성은 실명제를 시행할 명백한 이유를 제시하고 있다. 미성숙한 자아가 만들어내는 미성숙한 인터넷문화는 인터넷 공간 뿐만 아니라 현실의 공간에서도 큰 영향을 미칠 수 있기 때문에 제한적인 인터넷 실명제는 이제 인터넷 커뮤니티의 필수적인 요소로 자리잡아야한다. ID나 별명만으로는 사람을 확정하기 힘들고 요즘은 IP우회나 집이 아닌 다른 공간에서도 인터넷을 충분히 활용할 수 있는 방법이 많기 때문에 인터넷 실명제를 시행해야만 범죄가 발생했을 때도 빠른 대처가 가능하다.,4,3,3,3,3,3,3,3,3,3.11
4802,"익명성이란 어떤 행위를 한 사람이 누구인지 드러나지 않는 것으로 현대의 대중사회를 구성하는 구성원인 대중이 누구인가를 모르는 현상을 말한다. 나는 실명제를 필히 도입해야한다고 생각한다. 실명제를 도입한다면 악성댓글로 인한 피해를 예방할수 있다. 연예인들이 가장 스트레스 받는건 악성댓글이라고 생각된다. 심각한경우는 악성댓글로 인해 스스로 목숨을 끊는 경우까지 발생한다. 그만큼 댓글로 인한 언론플레이나 무분멸한 비방글로 피해자가 발생할수 있다는 문제점이 있다. 인터넷실명제를 하게되면 최우선적으로 주장하는 부분이 바로 악성댓글이나 안티문화를 잠재울수 있다는 방법이 될 수 있다. 두번째로는 건전한 인터넷 문화를 만들 수 있다. 가상공간에서도 예절이 필요하다. 직접 대명하지 않고도 소통할수 있는 가상공간의 특수성 때문에 사람들은 글을 남김에 있어 가벼워 지는 경향이 있다. 거짓된 글이나 좋지 않은 의도의 글들이 인터넷을 통해 가지는 파급력을 생각해 본다면 좀더 신중할 필요가 있다. 따라서 이를 제제할수 있는 규제가 필요하다. 경찰, 간호사, 의사등 제복을 입은사람을 늘 명찰을 차고있는데 이는 자신의 말과 행동에 책임을 지겠다는 의미와 같다고 생각한다. 따라서 인터넷 실명제를 찬성하게되면 스스로 말조심을 하게되고, 보다 더 좋은 온라인 문화가 조성될수 있다.온라인 정보의 신뢰도가 높아진다. 찌라시는 보통 최초 배포자가 명확하지 않은 경우가 많다. 온라인에 만연한 정보는 익명성이라는 방패를 앞세워 신뢰할만한 정보다 만이 적은데 사실이다. 그러나 인터넷실명제 실시를 하게되면 내 신분이 노출되어 믿을만한 정보를 올리고 활용할수 있는 인터넷 자원도 많아질 것이다. 이렇게 실명제를 도입하면 좋은 점들이 많다. 그렇기에 나는 실명제를 꼭 도입해야한다고 생각한다.",4,4,3,3,3,3,3,3,3,3.22
4803,"인터넷 실명제를 도입해야한다. 도입한다면 온라인 정보의 신뢰도가 높아질 것이다. 찌라시는 보통 최초 배포자가 명확하지 않은 경우가 많다. 온라인에 만연한 정보는 익명성이라는 방패를 앞세워 신뢰할만한 정보다 만이 적은데 사실이다. 그러나 인터넷실명제 실시를 하게되면 내 신분이 노출되어 믿을만한 정보를 올리고 활용할수 있는 인터넷 자원도 많아질 것이다. 건전한 인터넷 문화를 만들 수 있다. 가상공간에서도 예절이 필요하다. 직접 대명하지 않고도 소통할수 있는 가상공간의 특수성 때문에 사람들은 글을 남김에 있어 가벼워 지는 경향이 있다.거짓된 글이나 좋지 않은 의도의 글들이 인터넷을 통해 가지는 파급력을 생각해 본다면 좀더 신중할 필요가 있다.따라서 이를 제제할수 있는 규제가 필요하다. 경찰, 간호사.,의사등 제복을 입은사람을 늘 명찰을 차고있는데 이는 자신의 말과 행동에 책임을 지겠다는 의미와 같다고 생각한다. 따라서 인터넷 실명제를 찬성하게되면 스스로 말조심을 하게되고, 보다 더 좋은 온라인 문화가 조성될수 있다. 또한 악성댓글도 많이 막을 수 있을 것이다. 악성댓글로 많은 연예인들이 자살하고있다. 이것은 심각한 문제라고 생각한다. 많은 연예인들은 익명이라는 것 뒤에 숨은 사람들에게 욕을 먹고 비난당하고 있다. 그렇게 비겁하게 익명의 뒤에 숨어서 사람들을 욕하고 비난하여 연예인들이 자살하는 경우를 더이상 만들지않아야한다. 그렇기에 더더욱 익명제가 아닌 실명제를 인터넷에 도입하여야한다. 익명제가 아닌 실명제를 도입한다면 위에 말했던 것들과 동시에 많은 사람들에게 도움이 될 것이라고 나는 생각한다. 그러니 익명제가 아닌 실명제를 인터넷에 도입하는 것이 우리들에게 그리고 세상에 좋다고 생각한다.",3,3,3,4,3,3,3,3,3,3.11
