id,essay,C1,C2,C3,O1,O2,E1,E2,V1,R1,Creativity_score,,,,,,
1096,"한국에서 사시던 분들이라면, 막연하게 '나쁜 마음을 가진 사람들이 인종차별을 한다'라는 초등 수준의 답변만 드릴것입니다. 저도 한국서는 그 수준이었습니다. 제가 몇 년전에 부모님과미국에 간적이있습니다.이곳에서 느낀것은 모든 인종들은 자신과 다른 인종을 차별합니다. 대부분의 사람들은 과격하게 표현된 차별 행위만을 인종차별이라 비난하지만, 모든 인종들이 지능, 신체능력, 문화, 사상이 다 다르고 이런 차이가 인종간의 갈등을 만듭니다. 흑인의 경우만 예를 들어보면, 흑인종은 인류 초기의 형태 인종이며 뇌 용적률도 작아서 평균 아이큐가 70정도 됩니다. 학습능력도 떨어지고 도덕적 가책도 타 인종에 비해 덜 느껴, 업무 능력은 부족하며 범죄에도 쉽게 손을 대는 인종입니다. 다들 말로는 차별을 나쁜 것이라고 말하지만, 노동시장에서 흑인을 많이 뽑지 않아 자동 빈곤계층이되며,시궁창같은 동네에 모두 모여서 살아가고 있습니다. 너무 무서웠습니다.그나마 한국에 돌아다니고 있는 흑인들은 흑인중에서도 소수의 엘리트 들이라 겨우 사람처럼 행동하고 다녀 한국인들이 흑인에 대해 모를수 밖에 없습니다. 흑인이 차별을 받는 이유를 요약해보면, 낮은 지능과 업무능력, 비도덕성과 폭력성 때문입니다. 미국인들은 대부분 알지만 서로 말만 안할뿐이고, 무의식적 차별로 나오게 됩니다. 마이클 조던같은 운동의 신은 있지만, 노벨 과학상을 받은흑인은 한명도 없는게 그 증거입니다. 흑인이 지능도 같았다면 세계를 지배했을지도 모르지만 신은 모두를 주지 않았습니다.다윈의 생물학 진화론에서 영향을 받아 인간의 문명에도 우열이 있고 유럽인들이 선진 문명이라고 여기며 해외 침략을 정당화 하면서 백인 우월주의가 생겨난 겁니다. 참고로 동양인(한중일) 의 경우는 약삭빠르고, 돈을 잘벌어서 차별과 미움을 받는다고 합니다.",4,4,4,4,3,3,3,3,3,3.44,,,,,,
1097,"인종차별은 동일한 인종이란 일치감을 느끼는 특정한 인류 집단이, 다른 인종이라고 생각되는 집단에게 행하는 차별 행위를 말한다. 여기에는 단순한 적대감 뿐만이 아닌 호감도 포함될 수 있다. UN에서는 인종 차별을 막기 위해 매년 3월 21일을 '세계 인종 차별 철폐의 날'로 지정했다. 인종의 생물학적 우열 가정을 통한 차별 행위는 이미 과학적으로 틀린 말임이 적어도 1950년대에는 증명되었으나, 그것과 무관하게 관습적으로 너무 깊이 박혀있는 용어라서 지금도 쓰이고 있다. 대표적인 인종 차별 단체가 Ku Klux Klan(일명 KKK단)이다. 흑인들의 낮은 지능과 업무능력, 비도덕성과 폭력성 때문 미국인들은 대부분 알지만 서로 말만 안할뿐이고, 무의식적 차별로 나오게 됩니다. k k keks 너무 무섭고 잔인한 집단같다. 우연한 기회에 옛날 영화를 보게되었는데 머리에 두건을쓰고 kkk라는 푯말을 들고 흑인들이 살고 있는집에 처들어와 어린 여자 아이와 엄마를 산체로 불에 대워 죽이는 장면을 봤습니다. 남편이 없는틈을 타 흑인 이라는 이유만으로 화영을 시킨거죠. 자기마을 이 더러워진다고 하며 남편은 돌아와 경찰에 신고를 했지만 경찰간부가 kkk단 이였던거죠 그사실을 알고 남편은 분노하여 방송국에 앞에 가서 자기자신의몸에 휴발류를 뿌려 자살을 하여 죽는작명이 카메라를통해 전국적으로 퍼져나갔죠 그때부터 흑인들의 인권운동이 퍼지기 시작하여 전쟁이 시작되다라는 내용의 영화였던것같아요. 더충격적이였던건 아무리 영화였다지만 대를 이어서 kkk단이 만행을 저지르고 다닌거죠. 뿌리부터 자란 아이들이 커서 인종차별을 안할리는 없지않습니까 어릴적 조기교육이 정말 중요하다라는걸 그영화를 보고 또한번 느꼈습니다. 저는 인종차별이 없어질려면 어릴적부터 교육을 시켜야 한다고 생각합니다",4,4,3,3,3,3,3,3,3,3.22,,,,,,
1098,"흑인 인권운동가, 마틴 루터 킹 목사(1929~1968년)가 피살된 1968년 4월 4일로부터 두 달이 좀 지난 날이었다. 6월 8일인 이날, 런던 히드로공항에서 암살범이 체포됐다. 범인은 상습 강도범 출신의 탈옥수인 제임스 얼 레이(James Earl Ray, 1928~1998)였다.레이는 제2차 세계대전 중에 입대했다가 군대 부적응으로 제대한 뒤, 21세 때인 1949년부터 강도를 비롯한 각종 범죄로 교도소를 들락거렸다. 여러 차례 판결을 통해 도합 20년형을 선고받은 그는 수감중이던 1967년(39세), 교도소의 빵 배달 트럭에 숨어 탈옥하는 데 성공했다.캐나다와 멕시코까지 달아났다가 미국으로 돌아간 그는 탈옥수답지 않은 행적들을 남겼다. 바텐더 학원도 다니고 댄스 레슨도 받았다. 또 대통령선거운동에도 참여했다. 베트남전쟁중인 1968년, 린든 존슨 행정부 하에서 대선 후보로 출마한 조지 월리스(George Corley Wallace, Jr, 1919~1998)를 돕고자 자원봉사자로 나섰다.""흑인 차별"" 백인 탈옥수 마음을 사로잡은말 월리스의 미국독립당이 극우정당으로 분류되는 이유 중 하나는 백인 우월주의 때문이다. 이들은 흑인 차별의 철폐를 반대했다. 탈옥수 신분인 레이가 선거운동에 뛰어든 것은 바로 그 때문이었다. 월리스의 주장이 그의 마음을 사로잡았던 것이다. 대선을 7개월 앞둔 1968년 4월 4일, 탈옥수 레이는 킹 목사를 향해 총을 겨눴다. 투숙 중인 모텔 2층 발코니로 킹 목사가 모습을 드러내자, 길 건너편 집을 빌려 쓰던 레이는 방아쇠를 당겼다. 그런 다음, 캐나다를 거쳐 유럽으로 달아갔다가 히드로 공항에서 체포된 것이다. 킹 목사 암살을 계기로 미국 사회는 격랑에 휩싸였다. 분노한 흑인들은 168개 도시에서 대규모 시위를 벌였다. 그 결과, 46명이 사망하고 2만1000명 정도가 부상을 당했다. 또 2600여 곳에서 불이 타올랐다.이같은 홍역을 치렀지만, 미국 사회는 여전히 흑인 인권문제로 갈등을 빚고 있다. 'LA 흑인 폭동'으로 불리는 1984년과 1992년의 일이 아직도 생생한데, 금년에는 코로나19 사태 와중에도 대규모 시위가 전개되고 있다. 1984년·1992년이나 2020년 같은 굵직굵직한 사건이 아니더라도, 흑인이 백인 경찰에게 부당한 대우를 받는 장면이 잊을 만하면 한번씩 뉴스 화면에 등장해왔다.아직도 여전히 인종차별은 이워지고있다",4,4,4,4,3,3,3,3,3,3.44,,,,,,
1099,"미국의 노동시장에서 소수민들을 배제하는 것을 공공연하게 할 수는 없기 때문에, 많은 경우 모호한 기준을 적용한다. 예를 들어서 고용주가 새로운 직원을 뽑을 때 지원한 사람이 해당하는 일에 얼마나 적합한가 하는 측면 외에도 태도·품위·직업경력·나이·결혼상태·말투·인상 등과 같은 것을 측정한다면, 이것은 특정 집단에게 불리하게 작용할 수 있으며, 이미 존재하는 흑인에 대한 편견을 고려하면 이런 항목들은 흑인에게 결정적으로 불리하게 작용한다. 게다가 일단 취업이 되더라도 흑인들은 경영자나 관리자 비중이 낮기 때문에 업무능력 평가에서도 불리한 판단을 받을 확률이 높아진다."" 흑인들은 취업도 힘들지만, 일단 취업이 된다 해도 흑인 상사의 숫자가 적기 때문에 인사고과에서도 불리하다는 것이다. 이런 것들이 백인들의 은근한 담합에 의해 벌어지고 있고, 이것이 흑인 노동자들의 경제적 지위를 더욱 더 떨어트리고 있다는 것이다. 흑인 차별이 더욱 더 조장될 수밖에 없는 사회환경이 이런 식으로 조성되고 있는 것이다. 부르주아들이 미국과 유럽의 시민혁명을 주도하고 중소 지주층이 조선 건국에 이어 16세기 사림파(유림파) 개혁을 주도한 데서도 느낄 수 있듯이, 대부분의 혁명이나 사회변혁은 어느 정도의 경제력을 축적한 집단에 의해 발생한다. 자신들이 보유한 경제력에 비해 자신들이 받는 사회적 대우가 낮다고 생각하는 집단이 혁신운동을 지지하려는 유혹을 받게 된다. 한국 현대사의 경우에도 1987년 6월항쟁 직후 발생한 노동자 대투쟁이 민중의 경제적 지위를 향상시키고 이것이 한국 민주화를 지속적으로 추동하는 원동력 중 하나가 됐다. 미국 흑인들은 과거보다는 나아졌지만 여전히 경제적으로 열악하다. '미국 빈민가' 하면 흑인이 먼저 떠오르는 것도 그 때문이다. 흑인들은 노예 신분에서만 벗어났을 뿐 빈곤 상태에서는 벗어나지 못했다. 정치적으로는 똑같이 1표를 가진 그들이 21세기가 된 지금까지도 차별받는 결정적 이유 중 하나는 이 같은 경제력의 열세에 있다. 이따금 세상을 놀라게 할 만한 대규모 시위를 벌이기는 하지만, 그들은 만성적인 경제적 열세에 놓여 있다. 그래서 백인들을 지속적으로 압박할 만한 정치적 역량을 조직하는 데 한계를 갖고 있다. 이 때문에 백인들의 보이지 않는 차별에 무방비적으로 노출되고 있다.",4,4,4,4,3,3,3,3,3,3.44,,,,,,
1100,"현재 전 세계로 확산하고 있는 신종 코로나 바이러스(2019-nCoV)에 의한 폐렴이 광범위한 지역에서 아시아인 전반에 대한 인종차별이라는 반인륜적인 상황으로 번지고 있다.""아시아계 상대론 장사 안한다"" 프랑스 일간 르몽드는 최근 '""바이러스 주의해, 지저분한 중국인""-코로나 바이러스 퍼지며 아시아인 대상 인종차별도 번져'라는 기사에서 전염병이 아시아인 전체에 대한 차별로 이어지고 있다고 보도했다. 제목에 나온 말은 베트남계 프랑스 '민'이 거리에서 들은 실제로 들은 모욕적인 발언이다. 민은 ""너는 프랑스에서 환영하지 않아""라는 말까지 들어야 했다. 프랑스에서 감염자가 나왔다는 보도가 나온 직후의 일이었다.파리 교외 퐁트네수부아의 대형 수퍼마켓에서 아들 존(가명)과 함께 장을 보던 필리핀계 엄마는 한 젊은이로부터 대놓고 ""바이러스 조심해, 중국인""이라는 말을 들어야 했다. 리용의 치즈 가게를 찾았던 엘로디는 ""아시아계를 상대로는 영업하지 않는다""는 말을 듣고 울음을 터뜨려야 했다. 미디어에서 개인위생을 강조하는 기사가 나오자 이런 차별은 더욱 기승을 부리고 있다. 프랑스 이름이 쥘리인 일본계 유학생은 학교에 갔다가 기침을 하자 주변 사람으로부터 ""너는 모두를 감염시키려고 한다""는 소리까지 들었다. 이런 인종차별은 캄보디아계·한국계를 따지지 않고 모든 아시아계가 공통적으로 겪고 있다고 신문은 지적했다. 실제로 동아시아의 한국·중국·일본인을 육안으로 구분하기는 쉽지 않으며, 서구인이 동아시아·동남아시아·중앙아시아 사람을 구별하기란 더더욱 어렵다. 영어·프랑스어·독일어 등 서구 언어의 '아시아인'이라는 단어에는 동아시아·동남아시아·중앙아시아는 물론 인도계까지 포함한다. 결국 화살은 한국인에게도 낳아오고 결국 피해를 볼 수밖에 없다. 결국 프랑스에서 벌어지는 인종차별 사태는 아시아인에 대한 인종차별적 심리가 코로나 바이러스 확산을 계기로 더욱더 심해져서 일상생활을 하기 힘들정도로 심각 해졌다고 볼수있다",4,4,4,4,3,3,3,3,3,3.44,,,,,,
1101,"요즘 증오 범죄에 관한 뉴스나 보도 없인 텔레비전을 볼 수가 없을 정도로 인종차별이나 특정 그룹을 향한 증오 범죄, 폭동, 심지어 흑인을 향한 경찰의 폭력 사건 등이 흔하게 발생한다. 하지만 우리는 무엇이 인종 차별이고, 어떻게 대응할 수 있는지에 관해 정확히 알고 있지 않다. 본인이 직접 인종 차별을 당했을 때나, 타인이 인종 차별을 당하는 것을 목격했을 때, 혹은 인종이나 인종 차별이 미디어에서 다뤄질 때와 같은 각각의 상황 속에서 대응하기 위해 가장 먼저 해야할 것은 인종 차별에 대해서 배우고, 인종 차별이 어떠한 영향을 주는지 제대로 인지하는 것이다.사소한 공격을 받았거나 노골적인 형태의 인종적 적대감를 경험했다면, 본인이 그 순간 가장 필요로 하는 것을 한다. 그냥 그 자리를 뜰 수 있다. 그런 사람과 함께 계속 있어야 할 이유나 의무가 없기 때문이다. 가해자의 행동이나 인종적인 적대감을 ""고치는"" 일은 절대 본인의 일이 아니라는 것을 기억한다. 인종 차별에 관련된 대화를 이어나가는 일은 지치고, 감정적으로 속상하고, 본질적으로 너무 힘든 일이다. 그러니 일단 자리를 뜨는 게 좋을 수 있다. 하지만 잘못을 저지른 사람과 대화를 하는 등 이해심을 갖고 관계를 이어나가고 싶다면, 그것을 선택해도 된다. 또한 가해자를 인종차별 주의자로 지적하는 것은 되려 상대방을 더욱 방어적으로 만들기 때문에 그 대신, 어떠한 행동이 혹은 어떤 단어가 문제가 있는 지 정확히 짚어낸다. 예를 들면, ""당신은 불쾌한 사람이네요"" 라고 말하는 것 대신 ""그 문장은 한국 사람들이나 아시아 사람들에게 굉장히 불쾌하게 들립니다."" 라고 말하는 것이다. 가해자에게 집중하는 것 보다 그의 언행에 집중하도록 한다.계속되는 인종차별은 육체적 그리고 정신적으로 아주 힘든 일이고 감정적인 트라우마를 초래한다. 본인을 믿어주는 사람들을 곁에 두고, 정신적 그리고 육체적인 체력을 다시 보충할 시간을 스스로에게 주도록 한다.",3,3,3,3,3,3,3,3,3,3,,,,,,
1102,"내가만약 인종차별을 받거나 목격을했다면 나는 어떤행동을 할까?보통 사람들이 인종 차별적인 발언이나 불쾌한 농담을 무시하는데, 그 상황에서 어떻게 말을 하거나 대응 해야할 지 모르기 때문이다. 하지만 사전에 미리 대응법을 준비 해두는 것이 그러한 상황이 닥쳤을 때 적절히 대응할 수 있게 도움을 주고 옳은 편에 서서 옹호해줄 수 있게 도움이 된다. 본인의 성격이나 상황 및 상대방과의 관계 등에 따라 선택할 수 있는 몇 가지 대응법이 있다.인종차별로 받는 스트레스는 본인의 감정이나 건강한 삶과 같은 인생의 다양한 측면에 영향을 끼친다. 학교 성적에 영향을 미칠 뿐만 아니라 심지어 심각한 질병을 초래하는 요인이 되기도 한다. ""그건 옳지 못해요"" 라고 말하며 직접적인 대응을 한다. 수업 중이거나 버스에서 내려야 할 때 등과 같은 특정 상황에서 시간이 없는 등의 이유로 완전히 대화에 끼거나 끝까지 상황을 지켜볼 수 없는 경우, 간단하고 빠르게 그러한 언행이 잘못된 것이며 선을 넘은 것이라고 일깨워줄 수 있는 대응을 하면 좋다. 옳은 편에서 목소리를 높여 누군가를 옹호했다는 것이 뿌듯한 경험으로 남을 것이다. 와, 그건 정말 인종차별적인 발언이네요. 왜 그렇게 말씀하시는 거죠?"" 하고 대화를 먼저 시작하는 것은 상대방이 뱉은 말을 반성하고 되돌아볼 수 있게 돕는다. 만약 그것이 단순한 농담이었다면 ""왜 그게 재미있죠?"" 하며 심각한 톤으로, 왜 그런 농담을 하는 것인지 진지하게 묻는다. 왜 그러한 농담을 했는지에 대해 설명할 것을 요구하면 상대방은 본인의 인종 차별적인 농담의 결과나 영향을 다시 인지할 수 있게 된다. 그 사람이 설명을 한 다음에도 여전히 그 농담이 재미있다고 생각한다면, ""그건 인종차별적인 발언입니다."" 라고 정확히 짚어내면 된다 그러면 인종차별을 하는사람이 조금은 생각 하고 말을하게될것이다",3,3,3,3,3,3,3,2,2,2.78,,,,,,
1103,"이 세상 어느 곳에서는 다른 인종인 사람들을 만나는 것이 쉽지 않은 일이 수도 있다. 자신과 인종적으로 같은 사람들에게 더욱 끌리는 것이 자연적인 이치이고, 어떤 경우 같은 인종의 친구들만 사귀는 결과를 낳기도 한다. 다른 문화를 배우고 나와 다른 문화를 경험해보자. 그리하여 세상을 바라보는 시각을 더욱 풍부하게 해주면 본인의 친구들, 가족들, 혹은 자녀들이 나와 다른 인종의 사람들과 우정을 쌓는 일이 일반적이고 충분히 받아들일 수 있는 일이라는 것을 배우게 된다. 인종은 일종의 금기시 되는 주제인데, 그 이유는 많은 사람들이 어릴 적부터 인종에 관해 언급하는 것은 무례하거나 적절하지 않다고 배우기 때문이다. 하지만 인종차별이 존재하는 한 그에 관한 솔직한 대화, 인종에 대해 배우고자 하는 의지 그리고 공감이 정말 중요하다. 연구를 통해 인종에 대해 말하는 것이 이해와 관용을 더욱 깊게 만들어 준다는 것이 밝혀졌다. ] 내 아이에게 인종에 관한 바른 토론을 가르쳐 줄 기회이다!만약 아이를 둔 부모라면, 인종에 대해 아이와 대화해본다. 아이가 다른 인종의 타인을 보고 다른 점을 발견했을 때 조용히 시키는데 급급해 하지 않도록 한다. 아이들이 본인과는 다른 점을 다른 인종에게서 발견하고 호기심을 갖는 것을 자연스러운 일이기 때문이다. 대신 그러한 차이가 좋은 것이라고 아이에게 알려주도록 하자! 예를 들면 ""맞아, 참 근사하지? 조는 어두운 피부를 가졌는데 너는 밝은 피부를 가졌어. 우린 모두 개성 있고 다른 사람들이란다!"" 라며 아이의 발견을 좋은 경험으로 만들어 준다. 아이가 이해할 수 있는 충분한 나이가 되었을 때에는, 인종차별에 대해 대화를 해본다. 만약 본인과 아이가 소수 인종이라면, 사회에서 맞닥뜨릴 수도 있는 일에 대한 준비시키고 아이가 자존감 및 자신감을 잘 형성할 수 있도록 도와주도록 한다. 그러면 아이가 혹여 그러한 상황에 놓여졌을 때에도 어떻게 그 상황에서 적절히 대응하는지에 대해 알 수 있을 것이다. 반대로 아이와 본인이 소수 인종이 아닌 경우에도 여전히 인종에 대한 아이와의 대화는 중요하다. 본인의 나라의 인종적 역사에 대해 가르치고, 왜 소수의 사람들이 다른 인종에 대해 적대감을 가지는 지에 대해 이야기 한다.",4,4,3,3,3,3,3,3,3,3.22,,,,,,
1104,"동양인에 대한 혐오에 대한 인종 차별 범죄가 최근 늘어난 것은 명확히 코로나 팬데믹의 영향이 크다. 다만, 코로나 발생에 관한 여러 음모론과 루머를 제외하고 생각한다면 코로나는 명확히 재해이다. 누군가의 잘못에 의해 발생한 사고가 아닌 인류가 예측할 수 없는 방면에서 예방할 수 있는 범위 밖에서 일어난 사고라는 것이다. 즉, 바이러스의 발생지를 두고 그 지역과 지역의 인종에 대한 차별은 논리적이지 못 하고 무의미하다는 것이다. 미국은 오래전부터 백인과 흑인간의 인종차별 문제가 야기되고 있었다. 과거 흑인의 인종차별과 관련된 인권운동 또한 있었고 현재는 인종차별 문제도 서서히 줄여가는 추세이다. 다만 동양인 차별과 관련해서는 미국에서 흑인과 백인을 가리지 않고 발생한다는 것이 상당히 아이러니한 일이다. 인종차별 금지는 백인에 대한 차별을 금지하자, 흑인에 대한 차별을 금지하자가 아닌데 말이다. 유색 무색 인종 가리지 않고 서로 차별을 하지 않는다는 것이 인종차별 금지이다. 누구보다 이 문제에 관심이 있는 국가에서 동양인 혐오 범죄가 발생한다는 것은 과거에 인종차별 문제에 대한 반성이 제대로 이루어지지 않았다는 점을 입증한다. 이러한 혐오 감정이 조성이 되는 것은 미국 정부에서의 문제도 있었다. 이 점에 관해서는 나의 정치적 견해를 서술하는 것이 아닌 중립적인 관점에서 문제를 서술한다는 점을 참고해주길 바란다.다양한 인종이 모여 사는 국가인 미국에서 이러한 인종차별 문제가 계속해서 야기되는 것은 국가적 입장에서도 미국에 대한 선입견이 생기기 쉽고 치안에도 문제가 발생하므로 하루 빨리 문제에 대한 심각성을 이해하고 문제를 해결하려고 노력해야할 것이다. 앞으로의 미래에는 이러한 차별이 사라져 서로 행복하고 즐거운 사회생활을 하는 그런 밝고 건강한 미래가 되었으면 좋겠다.",4,4,3,3,3,3,3,3,3,3.22,,,,,,
1105,"나는 인종차별을 당하는 사람보다, 인종차별은 하는(가해하는) 사람이 더 불쌍하다는 생각이 든다.안타깝지만 인종차별은 우리 사회에서 없어질 수 없는 문제이다. 이제는 다수가 세계에 다양한 인종이 있음을 인정하고 존중하지만, 소수는 여전히 인종만으로 사람을 혐오하고 차별한다. 인종은 사람이 선택할 수 있는 부분이 아니다. 태어나니 누군가는 백인이고, 누군가는 흑인이며, 누군가는 동양인이고 누군가는 서양인이다. 누군가는 우월하고, 누군가는 열등한 것이 아니다. 다 똑같은 '사람' 그 이상 이하도 아니다. 사랑을 받은 사람이 사랑할 줄 아는 법이다. 사랑을 많이 받은 사람일수록, 사랑은 더 많이 나눌 줄 안다. 그래서 나는 인종차별을 하는 사람들이 불쌍하다. 제대로 된 사랑을 받지 못해 마음이 허한 상태를 견디지 못하고 괜한 상대를 표적으로 삼아 분풀이를 하는 '덜 자란 인간'일 뿐이다. 그 사람들은 평생 성장할 수 없다. 이미 생각과 마음이 그렇게 굳어버렸기 때문이다. 그런 사람들로 인해 인종차별을 당한 사람들이 상처를 받지 않길 바라지만, 막상 현실은 그럴 수 없다. 신체적 폭력이든 언어적 폭력이든 다 똑같은 폭력이다. 나보다 열등한 사람이 나에게 폭력을 가했다고 해도 피해자는 결코 괜찮지 않다. 가해자는 다리를 쭉 뻗고 푹 자지만 피해자는 숨죽여 새우잠을 자는 세상. 이제는 바뀌어야 한다. 인종차별과 같은 사회적 문제에서는, 오히려 소수가 배척당하는 것이 맞다고 본다. 서로 이해하고 배려하며 진정으로 사랑하는 세상에서 비로소 차별은 힘을 잃고 희미해질 것이다. 다양한 인종이 모여 사는 국가인 미국에서 이러한 인종차별 문제가 계속해서 야기되는 것은 국가적 입장에서도 미국에 대한 선입견이 생기기 쉽고 치안에도 문제가 발생하므로 하루 빨리 문제에 대한 심각성을 이해하고 문제를 해결하려고 노력해야할 것이다.",4,3,3,3,3,3,3,3,3,3.11,,,,,,
1106,"신종 코로나바이러스 감염증(코로나19) 팬데믹(세계적 대유행) 이후 독일에서 아시아계에 대한 인종차별이 늘어난 것으로 집계됐다. ""아시아계 증오범죄 멈춰라"" 아시아계 2세들이 5월 28일 독일 브란덴부르크문 앞에서 미국 애틀랜타 총격 사건 희생자들을 애도하고 아시아계에 대한 증오범죄를 멈추라고 촉구하는 집회를 열었다. 독일 베를린자유대, 훔볼트대, 독일 통합이민연구센터가 연구프로젝트의 일환으로 독일내 아시아계 700명 등 4천500명을 상대로 진행한 설문조사에 따르면 아시아계 중 49%는 팬데믹 속에 직접 인종차별을 경험했다고 응답했다고 타게스슈피겔이 7일(현지시간) 전했다. 인종차별 사례 중 62%는 언어적 공격이었고 11%는 침을 뱉거나 밀치거나 살균제를 뿌리는 등의 신체적 폭력을 경험했다.나머지 27%는 병원에서 예약을 받지 않는 등의 제도적 배제를 당했다. 대부분의 인종차별은 거리를 걷거나 대중교통을 이용할 때 이뤄졌다고 응답자들은 전했다. 전체 조사대상 4천500명 중 15%는 아시아인들이 독일 내 급속한 코로나19 팬데믹 확산에 책임이 있다는데 동의했다. 하지만, 대다수인 85%는 이에 동의하지 않았다. 코로나 팬데믹이 시작된 이후 전 세계적으로 인종차별 사례가 늘어나고 있다. 독일 연방차별금지처에 따르면 지난해 인종차별 문의사례는 6천건으로 전년(3천600건)보다 2배 가까이로 늘었다.지난해 문의사례 4건 중 1건은 주로 아시아계를 겨냥한 코로나19와 연계된 차별에 관한 것이었다. 아직도 이런 혐오범죄의 인종차별릐 법죄에 희생냥이 되야하는가 힘이없는 나라이기 때문이가? 라는생각에 잠긴다. 앞으로의 미래에는 이러한 인종차별이 사라져 서로서로 배려하고 인정해주는 그런 밝은 미래가 되었으면 좋겠다.",4,4,3,3,3,3,3,3,3,3.22,,,,,,
1107,"폴 고사 공화당 하원의원은 자신이 칼로 조 바이든 대통령을 위협하고 민주당의 대표적 진보파 하원의원인 알렉산드리아 오카시오코르테스를 살해하는 내용이 담긴 애니메이션 영상을 소셜미디어에 올려 논란이 됐다. 민주당이 추진한 고사 의원 징계 결의안에 동의한 공화당 의원은 세 명에 불과했다. 공화당 하원 원내대표인 케빈 매카시 의원은 한술 더 떠 ""민주당의 조치는 힘의 오남용""이라며 ""공화당이 집권당이 될 때 고사 의원에게 더 좋은 의원직으로 보상하겠다""고 말했다. 사회적 폭력을 묵인하고 부추기는 분위기도 팽배해지고 있다. 지난해 여름 위스콘신 커노샤에서 인종차별에 항의하는 시위대 2명을 총으로 쏴 죽인 카일 리튼하우스는 최근 무죄를 선고받으며 극우파의 전도자로 떠올랐다. 이에 맷 게이츠, 폴 고사, 매디슨 코손 공화당 하원의원은 모두 리튼하우스에게 ""인턴십을 제안하고 싶다""며 본인 트위터에 글을 올렸다. 민주당 의원들을 향해 인종차별적 발언을 쏟아내고, 백인 우월주의자의 폭력을 옹호하고, 대선 결과를 부정하며 폭도들의 의사당 난입을 지지한 트럼프 전 대통령의 행태를 공화당 의원들이 그대로 따라하고 있는 셈이다. 전문가들은 공화당 내에서 폭력을 묵인하거나 보상하는 모습이 더 많은 폭력을 부추길 수 있다고 비판했다. 릴리아나 메이슨 존스홉킨대 정치학자는 NBC 인터뷰에서 ""고사 의원은 장난으로 올린 영상이라 했지만 공화당원들은 이를 농담으로 받아들이지 않을 것""이라며 ""대다수의 공화당 의원들이 폭력에 반대하지 않는다는 사실은 유권자들에게 반폭력 규범은 따라야 할 중요한 규범이 아니라는 메시지를 보낸다""고 말했다. 결과적으로 자기는 우월주의 백인 이기 때문에 폭력과 위협은 국회에서도 묵인을 해준다라고 말하고있는 것이다",3,3,3,3,3,3,3,4,3,3.11,,,,,,
1108,"우리나라에서 중국인에대한 인종차별이 심해지는데 중국 관련 글과 영상에선 이유없는 차별이 심해지고 이유없는 혐오가 이어집니다. 심지어 샹치 영화는 중국배경 영화라는 이유로 악성 평점이 달리고있습니다. 아예 안 보는 사람도 많고요.이게 옛날 911테러때 이슬람들은 다 테러리스트라고 싸잡는거랑 뭐가 다릅니까? 아무 생각도 없이 남들따라 차별하는 사람들도 많고, 그냥 인종차별이 멋있다 생각하는사람도 많고..근데 그런 사람들 중 한국인보고 중국인이 똑같이 인종차별하면 인종차별이라 뭐라 하는사람도 있습니다. 질문입니다.아시아 사람이 아시아사람을 차별하는것을 어떻게해야 멈출 수 있을까요?근본적인 해결책은 없습니다.사람은 의식하고 누군가에게 우위가 있고 서열화 하는 것을 좋아하는 동물이기에 근본적으로 나라 간의 차이가 있는 한 절대로 사라질 수가 없죠. 내색은 안 할 뿐 서양인들은 은연적으로 자기들이 동양인들보다 외모, 물적으로 낫다고 생각하며 한국인들은 동남아나 중국, 아프리카인보다 잘 살고 외적으로 낫다고 생각하며 아프리카인들은 자기들은 동양인들보다 낫다고 생각하며 미국이나 유럽에서 동양인들한테 도발 하는 사례들이 있죠.중국은 한국보다 못 살지만 중화 사상 주의에 찌들어 자기들이 유구한 역사를 가지고 있고 중국 주변은 오랑캐라는 인식이 모두에게 깔려 있고 한국은 힘 없어서 미국한테 보호 받는 처지라 생각합니다. 일본 역시 자기들 식민지였던 한국이 이제는 자기들을 위협할 만큼 따라온 것에 질투, 경계를 하고 한국 ,중국은 시민의식 낮고 자기들 꺼 베낀 게 많다고 여기죠. 이렇듯 서로가 서로를 은연중에 깔보고 자존심 내세우는게 인간의 본성이자 현실입니다.어떤 사람은 ""나는 안 그런데?""라고 말하지만 일반적인 사람들의 인식이 그렇다는 것이죠. 사람은 일단 안 좋은 것들이 뉴스나 유튜브, 기사에 많이 나오는 나라들에 대해 비호감을 가지는 게 정상입니다. 중국, 일본은 어딜 가나 디스 하는 글들로 넘쳐나며 실제로도 안 좋은 일들을 한 것이 여러차례 나왔죠. 그리고 중국인이나 일본인이나 한국인이나 인터넷 커뮤니티, 유튜브, 댓글에서는 서로가 서로를 주구장창 깝니다. 인종차별뿐아니라 나라차별도 심각하다고봅니다",4,4,3,3,3,3,3,3,3,3.22,,,,,,
